,text,emotion
446,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
447,"Di musim panas ketika saya berlayar bersama teman-teman di Yunani, saya merasakan sukacita.",0
448,"Saya mengendarai dengan seorang teman di mobilnya. Dengan kecepatan 120 km / jam di jalan raya yang tertutup salju, saya ingin keluar.",1
449,"Berjalan di sepanjang pantai dengan seorang teman (gadis lain), berbicara, memunguti cangkang, tertawa, mengejar burung camar.",0
450,"Mendaki gunung untuk melihat sebuah pemandangan, ke arah puncak, tiba-tiba kami menemukan sebuah tebing dengan setetes tipis di kedua sisinya, yang harus saya lewati.",1
451,"Seorang teman menyarankan dengan cara yang bulat bahwa alasan kami terlambat untuk sesuatu adalah karena saya, dan bahwa saya sering terlambat. Saya tahu ini sebagian benar, namun merasa tidak dapat dibenarkan pada waktu tertentu dan saya merasa tidak dapat berbuat apa-apa juga (yaitu terlambat).",2
452,"Berbicara dengan seorang teman yang sangat baik yang baru saja mengalami pengalaman buruk yang mengubah seluruh cara melihat kehidupan, dll.",3
453,Saya menemukan sekelompok orang dengan gagasan / keyakinan dasar yang sama yang semuanya berjuang dan menentang apa yang akan mereka katakan itu bagus.,4
454,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
455,Saat bertemu dengan seorang teman lama saya.,0
456,Saat kakakku terlambat pulang kerja.,1
457,Saat berkelahi dengan sahabatku.,2
458,Saat anjingku meninggal.,3
459,Selama sebuah film di mana saya melihat pengaruh pemukim kulit putih di Afrika.,4
460,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
461,"Ketika saya menyadari bahwa saya diampuni oleh Tuhan yang ada di sana, ketika saya menyadari betapa Tuhan mengasihi saya dan bahwa penerimaan saya kepadanya tidak didasarkan pada penampilan saya - bahwa dia mengasihi saya tanpa syarat dan menunjukkan bahwa cinta kepada Kristus yang telah meninggal karena saya perlu pengampunan.",0
462,"Takut - melumpuhkan - bahwa saya tidak akan diterima oleh Tuhan yang saya percaya berada di sana karena saya ""bangkrut secara moral"" (sebelum menjadi seorang Kristen dan menyadari bahwa itulah sebabnya Kristus membebaskan kita dari dosa dan untuk mengampuni kita).",1
463,"Atas perlakuan ayah saya terhadap ibu saya, saat dia mengabaikannya, dan tidak berkomitmen padanya.",2
464,"Karena kurangnya cinta ayahku untuk ibuku, kesedihan baginya lebih dari orang lain karena dia tidak menyadari betapa cinta dan kebahagiaan ada di antara mereka, dan, dan betapa dia merusak dirinya sendiri selain dari ibu.",3
465,"Pada apa yang saya mampu dengan egois menggunakan orang lain untuk melakukan hubungan seksual, sementara saya memegang sebuah visi untuk memiliki pendalaman di atas papan atas (Anda tahu, ""gadis di sebelah rumah"") pengabdian kepada seorang gadis di kepala saya. Dorongan dan tindakan saya tidak sesuai dengan ini sehingga saya merasa jijik atas kegagalan saya.",4
466,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
467,"Saya panjat tebing dan absinth & merasa baik-baik saja, tapi tiba-tiba saat saya melewati tebing, saya terkena rasa takut - saya tidak bisa terus menuruni tebing dan harus benar-benar mengangkatnya kembali.",1
468,"Saya mengatakan kepada teman laki-laki saya untuk tidak parkir di tempat tertentu karena mobil itu akan ditarik mundur - dia tidak mendengarkan dan mobil itu ditarik. Pada tahap itu, keuangan kita berada di bawah garis kemiskinan & harganya $ 10.00 - semua uang yang harus kita dapatkan selama minggu itu (termasuk uang sewa).",2
469,Kakak perempuan saya mendapatkan beasiswa ke Norwegia dan saat dia berjalan melintasi landasan untuk naik pesawat dan dia menoleh ke arah kami.,3
470,Saya bekerja paruh waktu sebagai asisten toko dan seorang pelanggan berbicara kepada saya dengan sangat keras tentang seorang pria India & wanita kulit putih dengan anak-anak - betapa mengerikannya hal itu dan saya ingin anak-anak kecil yang gelap.,4
471,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
472,"Saya menerima undangan pernikahan dari mantan flatmate, terlampir adalah sebuah catatan kecil yang mengatasi banyak perbedaan yang telah terjadi di antara kami karena keadaan di mana dia meninggalkan flat.",0
473,"Suatu sore, membantu di rumah di properti itu, saya (mengumpulkan) sapi dan banteng berbalik dan datang untuk saya.",1
474,"Mendapatkan tanda ujian yang mengerikan, yang saya tidak dapat mengerti alasannya, dan mencoba menemui dosen atau tutor, namun diberi penjelasan singkat.",2
475,"Menonton seorang wanita tua yang berlari ke jalan untuk naik bus dan merindukannya, itu mengingatkanku pada ibuku sendiri dan betapa mengerikannya dia berada dalam situasi yang sama.",3
476,"Pulang ke rumah pada suatu malam - saudara perempuanku ada di rumah, dan sudah minum banyak dan mulai memetik argumen.",4
477,Saat saya bepergian dengan mobil dan harus mengendarai mobil yang melaju saat menyalip.,1
478,Bila kerabat dekat diperlakukan dengan buruk.,2
479,Saat teman dekat meninggal.,3
480,Ketika saya melihat semua orang yang kelaparan di Etiopia di T.V. Sungguh mengerikan melihat penderitaan semacam itu.,4
481,Ketika saya menelepon pacar saya dia bertanya apakah saya akan tinggal bersamanya.,0
482,Musim panas yang lalu di Italia saya diserang seekor anjing. Sangat mengerikan merasakan anjing kotor yang berantakan itu menempel di kulit telanjang saya.,1
483,Saat tunangan baru ayahku memperlakukanku seperti anak kecil. Dia tidak mempercayai saya dan terus-menerus salah paham dengan saya. Saya sangat marah saat mengatakan hal buruk tentang pacar saya yang dengannya dia bekerja.,2
484,"Ketika pria yang saya cintai mengatakan bahwa dia telah bertemu dengan orang lain dan kami tidak akan bertemu lagi selama setahun. Meskipun kami tidak memiliki relasi stabil, kami berselingkuh.",3
485,Saat cintaku kepada seorang pria dikembalikan.,0
486,"Ketika saya memikirkan kematian - bukan milik saya sendiri tapi dari orang tua saya, saudara laki-laki dan perempuan saya.",1
487,Orang tua saya tidak menyetujui pilihan pacar saya (sekarang mantan pacar). Dia berumur 13 tahun lebih tua dariku dan dia dianggap sama sekali tidak cocok untukku. IDIOT,2
488,Saat paman saya datang (3 kali setahun) untuk makan malam natal tradisional bersama kakek dan nenek saya dan sangat mabuk.,4
489,"Saya bertemu pacar saya saat ini dalam perjalanan dengan perahu ke Inggris. Kami telah mengatakan bahwa kami akan saling menelepon saat kami kembali ke Swedia (kami tidak pergi ke kota yang sama di Inggris). Begitu saya masuk, dia menelepon dari Inggris karena dia tidak bisa menunggu sampai dia pulang.",0
490,Saat jantung ibuku hampir berhenti.,1
491,"Ada sofa di flatku yang merupakan milik penyewa tua yang kenalan. Seharusnya sudah dijemput setahun yang lalu tapi mereka telah menundanya. Akhirnya mereka memutuskan satu kencan dan saya tinggal di rumah meskipun ada banyak hal lain yang harus dilakukan. Mereka tidak datang, mereka juga tidak menelepon dan mereka masih belum berhubungan dengan saya.",2
492,Saat mantan pacarku dan aku berpisah.,3
493,"Pria sangat mabuk yang menghasut satu sama lain untuk bertarung. Saya bertemu dengan seorang pria berbau busuk di trem yang semakin dekat dan mendekati saya sampai saya bangun, lalu dia menjadi marah.",4
494,Saat aku jatuh cinta.,0
495,"Sebelumnya, saya takut berbicara di depan kerumunan orang.",1
496,Seorang gadis saya pergi dengan pria lain.,2
497,Di set-back.,3
498,Saya bekerja di pelabuhan dan mengosongkan wadah jamban dari bagian belakang truk.,4
499,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
500,Ketika saya diterima sebagai mahasiswa Psikologi di Gutttenburg.,0
501,Aku terbangun di tengah malam saat aku melompat dan berteriak ketakutan. Kupikir tangan dingin seseorang atau sesuatu yang serupa telah menyentuh tanganku. Aku merayap turun di bawah selimut dan kembali tidur.,1
502,Ketika saya masih remaja (14) ipar laki-laki saya mendapat uang muka yang berat kepada saya. Saya tidak mengerti dengan baik apa itu semua tapi saya bereaksi kuat dan perasaan masih ada.,4
503,Saya membuat makan malam untuk beberapa teman dan mereka sangat menghargainya.,0
504,Saya hampir terjatuh saat sedang bersepeda.,1
505,Ayah saya dan saya bertengkar karena saya tidak cukup membantu di rumah.,2
506,Saya telah melakukan hubungan intim dengan seseorang dan kemudian saya menyadari bahwa apa yang telah saya lakukan itu salah dan membuat saya jijik.,4
507,Setelah melakukan hubungan intim.,0
508,Kekecewaan atas seorang teman.,1
509,Bertengkar dengan adik laki-laki saya.,2
510,Saat aku terbangun setelah mimpi buruk.,3
511,Membantu orang tua di toilet.,4
512,Ketika saya diberi tahu bahwa saya telah diterima sebagai siswa Psikologi.,0
513,Kegagalan motor pada sebuah kapal di luar Gottenburg saat kami berada di laut lepas dan angin kencang. Karena kami tidak bisa mengarahkan perahu yang kami tumpangi menuju bebatuan. Kami tidak berhasil menarik perhatian pejalan kaki sampai 4 jam berlalu.,1
514,Seorang wanita yang tinggal dengan saya tidak repot-repot membersihkannya sebelum dia pergi berlibur (saya tinggal di kolektif).,2
515,Ketika saya mendengar bahwa seorang teman baik telah melakukan bunuh diri.,3
516,Saya hadir saat mereka menemukan penjaga toko tewas di tokonya. Dia telah ditembak dengan senapan jarak dekat.,4
517,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
518,"Setelah saya melakukan debut di Ullevi melawan IFK, Gottenburg dan mendapat tulisan bagus di koran.",0
519,"Ketika saya berusia 7-8 tahun, saya terbangun suatu malam dan mendapati diri saya sendiri di rumah. Ibuku keluar untuk membeli cigarattes dari mesin.",1
520,Ketika saya tahu bahwa saya telah gagal lulus ujian saya selama satu semester. Fakta bahwa hal yang persis sama terjadi pada masa lalu tidak membantu.,3
521,"Ketika saya sedang tur Asia bersama tim sepak bola saya sekarang, saya melihat orang-orang Eropa kuno dengan pelacur muda yang seksi.",4
522,Sebagai guru kelas malam saya mendapat umpan balik positif. Bila suasananya bagus dan ada semacam pemahaman santai.,0
523,Setelah salah sekali menelpon bel pintu masuk apotek dan tertangkap olehnya.,1
524,Melihat seorang pria yang mengamuk (berkelahi) saat menari.,2
525,Saat tidak bekerja.,3
526,"Dengan mulut penuh bun, saya minum langsung dari sebungkus susu yang ternyata berumur minggu (benar-benar terpisah). Butuh beberapa saat agar susu meresap melalui sanggulnya.",4
527,Ketika saya diterima sebagai supervisor untuk seorang guru siswa. Pemberitahuan datang melalui pos.,0
528,"Ketika saya terlibat dalam sebuah kecelakaan mobil November lalu, setelah jatuhnya salju pertama. Saya kehilangan kendali atas mobil dan berputar berputar dan mendarat di seberang jalan, di bahu yang keras. Itu dihentikan oleh sebuah tiang di atas sebuah bank yang landai ke sungai.",1
529,"Dengan panitia penunjukan pekerjaan saat kepala sekolah bertugas menjelaskan bahwa seorang guru laki-laki lebih cocok untuk jabatan tertentu. Saya memiliki lebih banyak tahun pelayanan daripada guru laki-laki, tapi ini tidak diperhitungkan. Saya bisa saja diberi pekerjaan yang kurang menarik jika keadaan berjalan seperti yang diinginkan kepala sekolah.",2
530,Seorang putri 17 tahun rekan kerja sakit parah karena kanker dan hanya memiliki satu tahun untuk hidup. Saya pernah mendengarnya 6 minggu yang lalu.,3
531,"Ketika seorang teman dekat menemuiku di stasiun di tengah malam, saat aku kembali dari perjalanan yang panjang dan melelahkan.",0
532,"Setelah bertengkar dengan pacar, ia mengancam akan meninggalkanku.",1
533,Seseorang tidak muncul di sebuah pertemuan meskipun telah sepakat untuk datang.,2
534,"Ketika saya mengerti bahwa pernikahan saya berantakan, dan kami memutuskan untuk berpisah secara hukum.",3
535,"Pada pertemuan anti-pornografi, saat sampel dari film dan majalah diperlihatkan.",4
536,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
537,"Ketika saya bisa membeli mobil baru saya, setelah banyak masalah.",0
538,"Setelah kecelakaan mobil saya, saat saya terbangun di tumpukan batu.",1
539,"Ketika saya mencoba memasang tenda beberapa tahun yang lalu, saya diejek dan terhalang oleh sepupu saya.",2
540,Saat kakek saya meninggal.,3
541,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
542,Saat saya masuk sekolah tertentu sebagai mahasiswa.,0
543,Ayahku menderita penyakit kronis. Pada musim gugur 1983 ia memiliki kecocokan atau kejengkelan yang sangat kuat.,1
544,"Seorang teman mabuk saya memukuli teman lain, yang juga sedang mabuk.",2
545,Ketika saya tidak mendapatkan pekerjaan tertentu di Lillehammer yang sangat saya inginkan.,3
546,Bos saya di tempat kerja gagal menepati janjinya tentang sesuatu yang dia tahu sangat penting bagi saya.,4
547,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
548,"Ketika ayah saya berhasil memulai ""kehidupan baru"" setelah perceraian dari ibu saya; menghasilkan adik kecil baru untukku.",0
549,"Sebuah ""nyaris kecelakaan"" di dalam mobil, melaju terlalu cepat di jalan yang sepi.",1
550,"Ibu dan teman-temannya berbicara dengan buruk tentang ayah saya saat mereka berpisah, dan saudara laki-laki dan perempuan saya dan saya diizinkan untuk mendengarkan.",2
551,"Menjadi bosan di sekolah, tidak bisa kawin dan punya anak.",3
552,Saat suami baru ibuku memperlakukannya dan saudara laki-laki dan perempuanku dengan buruk.,4
553,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
554,"Saya berada di rumah sakit, dan kemudian dikunjungi oleh seseorang yang sangat tak terduga.",0
555,"Aku sedang berburu, dan tersesat di kabut di pegunungan.",1
556,"Saya dituduh melakukan pelanggaran ringan, tidak adil.",2
557,Saat pacarku meninggalkanku.,3
558,Pemotongan hewan.,4
559,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
560,"Ketika akhirnya saya berhasil mendapatkan suara tertentu dari gitar saya, setelah baving dicoba untuk waktu yang lama.",0
561,"Mendaki gunung, saya terjebak dan menyadari bahwa saya tidak dapat naik atau turun.",1
562,Rapat umumnya mendominasi orang dalam acara sosial.,2
563,"Menemukan bahwa Lillehammer tidak menyediakan lingkungan musik yang sesuai dengan selera saya, walaupun saya telah diberi tahu.",3
564,Tidak bisa menggambarkan situasi jijik apapun.,4
565,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
566,Saat anak-anak saya lahir.,0
567,Ketika saya hampir berlari melewati seorang anak kecil yang tiba-tiba berada di depan mobil saya.,1
568,"Ketika ayah saya menelepon saya untuk pulang dari liburan saya, karena dia tidak lagi punya waktu untuk merawat kebun dan hewan saya.",2
569,Ketika saya diberitahu bahwa seorang teman baik sakit parah.,3
570,Ketika saya mengetahui bahwa seorang kerabat telah menyebarkan desas-desus tentang saya.,4
571,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
572,"Ketika teman istimewa saya berkata ""Aku cinta kamu"" untuk pertama kalinya.",0
573,"Setelah menyaksikan acara kejahatan di TV, saya hendak membawa anjing itu jalan-jalan. Lalu, tiba-tiba, ada seorang pria di beranda ... (Kami tinggal agak jauh dari orang lain).",1
574,Saat mobil saya tiba-tiba mogok!,2
575,Ketika seorang teman sebelumnya menyebarkan desas-desus negatif tentang saya.,3
576,"Ada orang tertentu, yang hanya saya lihat. Dia membuatku merasa ngeri, merasa jijik.",4
577,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
578,Saat makalah saya dievaluasi.,0
579,"Setelah melihat film teror di bioskop, saya sangat takut sehingga saya bahkan tidak bisa mengemudikan mobil ke garasi. Saya sering berpikir tentang film sesudahnya, berharap hal seperti itu tidak bisa ada di ""dunia nyata"".",1
580,"Marah dengan kakak laki-laki saya, yang mengolok-olok saya, menggoda saya.",2
581,Saat ibu saya meninggal dunia.,3
582,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
583,Berhubungan dengan teman-teman sebelumnya setelah lama absen.,0
584,Aku tersesat dalam perjalanan di pegunungan.,1
585,"Karena tunduk pada perlakuan tidak adil dalam kelompok kerja, seseorang yang ""membungkuk peraturan"" dilindungi oleh atasan. Hal ini mengakibatkan lebih banyak pekerjaan untuk yang lain.",2
586,Kematian seorang teman dekat.,3
587,"Dihadapkan pada orang yang memiliki pemikiran negatif terhadap orang lain karena status sosialnya, kepercayaan, warna dan pandangan hidup (perspective).",4
588,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
589,Menerima surat yang sangat banyak dicari dari seorang teman baik yang tinggal di luar negeri.,0
590,"Sebelum mendapatkan kembali hasil tes di sekolah, ketika saya telah bekerja sangat keras dan khawatir tidak berhasil.",1
591,"Salah satu teman terbaik saya menuduh saya menyerah pada masalah awal. Itu hanya ucapan santai di sisinya, tapi aku marah dan terluka.",2
592,"Menyadari bahwa sekolah akan segera berakhir, dan kita semua akan memiliki cara yang berbeda, mungkin tidak akan pernah bertemu lagi teman kita dari tahun ini.",3
593,Di aula renang umum saya melihat seorang pria yang sangat agresif yang secara praktis menyerang anak-anak yang berhasil masuk saat dia sedang berenang.,4
594,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
595,"Seorang teman yang belum pernah saya lihat bertahun-tahun, mengirimi saya hadiah kecil.",0
596,"Suatu malam yang gelap tanpa lampu jalan, sebuah mobil jelas mengikutiku.",1
597,"Saya dikenai tuduhan palsu, dan menjadi sangat marah.",2
598,Saya diberitahu oleh seorang teman baik bahwa kita tidak bisa berteman lagi karena hubungannya dengan gadis lain.,3
599,"Ini sulit, karena saya tidak ingat merasa jijik terhadap siapapun.",4
600,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
601,"Ketika tunangan saya melakukan perjalanan 2000 Km untuk mengunjungi saya, dan saya tidak melihatnya selama 4 bulan.",0
602,"Saya dipukuli di pesta Tahun Baru swasta sekali, bukan karena kesalahan saya.",1
603,"Saya merasa diperlakukan tidak adil di bandara, diberitahu untuk menggunakan counter yang berbeda (untuk lalu lintas domestik saja).",2
604,Saat nenekku meninggal.,3
605,Pembunuhan dua gadis dalam perjalanan sekolah ke Berlin (dan kejahatan seksual pada umumnya) beberapa tahun yang lalu.,4
606,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
607,"Bila orang yang sangat saya sukai, kembali kepada saya.",0
608,Tidak berlaku untuk diri saya sendiri.,1
609,Bila siswa dalam kelompok kerja kami tidak menunjukkan tanggung jawab atau kepentingan dalam pekerjaan kami.,2
610,Seorang teman yang sangat dekat meninggalkan saya.,3
611,"Beberapa orang diperlakukan tidak adil, karena kewarganegaraan / warnanya.",4
612,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
613,Seorang teman dekat menangis untukku. Aku merasa senang karena ada yang peduli.,0
614,Surat dari pacarku dimulai sedemikian rupa sehingga kupikir dia akan mengakhiri hubungan kami. Aku takut membaca sisanya.,1
615,"Keponakan saya adalah anak yang tuli dan juga ""hiperaktif"". Saya bertanggung jawab untuk merawatnya seharian penuh, dan sangat lelah. Lalu dia tiba-tiba meraih pisau dan menikamku di kaki. Aku sangat marah sehingga aku tidak merasa sakit.",2
616,Seorang wanita yang saya kenal perlahan sekarat akibat kanker. Mengamati proses ini membuat saya sedih.,3
617,Teman dekat berbicara buruk dari teman-teman lain.,4
618,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
619,Kontak baru dengan teman sebelumnya.,0
620,Takut menggunakan kekuatan atau teguran saat menjadi minoritas.,1
621,"Seorang teman dekat pertama mengatakan bahwa dia menerima sebuah kesepakatan, namun kemudian menggunakan kesepakatan itu sebagai alasan untuk menyerang saya.",2
622,Saat menyadari bahwa pacar saya dan saya sebenarnya sudah memulai proses putus.,3
623,"Kebrutalan politik dan militer di seluruh dunia, secara umum. Ini tidak bisa dijelaskan melalui kuesioner ini.",4
624,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
625,"Menerima kartu pos berupa kekasihku yang sedang berlibur di luar negeri, sama sekali tidak yakin apakah dia akan menulis saya atau tidak.",0
626,"Ketika saya mencoba membungkusnya dengan pacar saya, dan dia menolak untuk membiarkan saya pergi.",2
627,Harus kembali ke rumah asal A.S. setelah berada di sana selama sepuluh minggu untuk mengunjungi saudara laki-laki dan keluarganya.,3
628,Menemukan kacamatanya lagi setelah kehilangan mereka di kota.,0
629,Jatuh dari tebing di pegunungan.,1
630,Bertengkar dengan teman sekelas.,2
631,Saat gigi pecah di mobil saya.,3
632,Tidak ingat pernah memiliki perasaan ini.,4
633,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
634,Saya mendapat pekerjaan tepat setelah sekolah usai.,0
635,Pulang sendirian melalui hutan setelah pertemuan pemandu anak perempuan (pramuka?).,1
636,Saya marah saat orang kafir atau salah paham dengan saya.,2
637,Pada saat kematian kerabat dekat.,3
638,"Dengan hukuman yang tidak adil, saya merasa jijik terhadap orang yang bertanggung jawab.",4
639,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
640,Setelah lulus ujian yang diminta untuk menjadi dealer Radio / TV resmi.,0
641,"Mendaki gunung dimana bebatuan sangat longgar. Ketika kami menyadari bahayanya, kami sangat tinggi, namun masih memiliki pendakian yang panjang di depan.",1
642,"Sebagai juru bicara persatuan, saya bertengkar dengan seorang rekan yang telah bertindak tidak sadar selama periode waktu yang berkelanjutan.",2
643,"Saat kakek saya meninggal, dengan siapa saya memiliki hubungan yang sangat dekat.",3
644,"Membaca tentang eksekusi dan pembantaian yang terjadi selama Perang Dunia II, saya merasa jijik terhadap orang-orang yang melakukannya.",4
645,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
646,Berhasil membantu orang lain.,0
647,"Ketika saya menyadari bahwa kita hidup pada waktu yang dipinjam, dan bahwa holocaust nuklir tampaknya semakin dekat setiap hari.",1
648,"Ketika orang lain mengecewakan saya, gagal mempertahankan kesepakatan.",2
649,Kematian di keluarga dekat.,3
650,Bila orang memanipulasi orang lain dengan tampil lebih baik dari apa sebenarnya mereka.,4
651,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
652,Saya menerima pesan bahwa saya diterima di sekolah dimana saya benar-benar ingin pergi.,0
653,Saya pulang ke rumah dan menemukan ada yang patah. Kemudian saya menyadari bahwa mereka mungkin masih ada di sana.,1
654,Saya dituduh telah minum sebotol minuman keras dan kemudian mengisi dengan air.,2
655,"Punya paket dari orang tua saya, bahkan tanpa catatan kecil terlampir.",3
656,"Bertengkar dengan ayahku, saat dia membuat pernyataan palsu.",4
657,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
658,Memenangkan kejuaraan sepak bola lokal tahun ini sangat menggembirakan.,0
659,Sebelum acara olahraga penting.,1
660,Saat bertabrakan dengan mobil saya. Saya sendiri yang harus disalahkan.,2
661,"Tidak berhasil mengikuti kompetisi ski lintas negara, yang ingin saya menangkan.",3
662,Tidak ingat ada episode jijik.,4
663,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
664,Mendapatkan harga tertinggi di kolam renang sepak bola.,0
665,Diancam dengan pisau ... di militer oleh tentara membentuk unit lain. Alasannya adalah anak perempuan.,1
666,Saat ibuku memperlakukanku sebagai anak laki-laki berusia 10 tahun.,2
667,Mengetahui bahwa paman saya di Amerika memiliki tumor otak.,3
668,"Di luar sebuah klub malam, seorang pria dewasa sedang duduk di atas seorang wanita yang lebih muda, memukulinya.",4
669,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
670,"Menerima teman dekat di luar negeri, yang belum pernah saya lihat selama bertahun-tahun.",0
671,"Kecelakaan sepeda motor dengan dua orang yang terlibat, kabur dari jalanan. Pegang satu lengan saja.",1
672,"Setelah sepakat untuk membagikan biaya taksi, tiga orang di belakang mobil langsung berlari, meninggalkan orang di depan dengan seluruh tagihan.",2
673,Kematian teman dekat.,3
674,Tidak bisa mengingat perasaan seperti itu sekarang.,4
675,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
676,Jual mobil bekas saya,0
677,"Hampir menabrak mobil saya, sesuatu yang bisa menyebabkan masalah besar.",1
678,Menyadari bahwa seorang teman telah diajak menandatangani kontrak tertentu.,2
679,"Berbicara dengan seorang polisi ""ketertiban"" yang sudah pensiun dan pahit.",3
680,Ekspedisi sadistinc seorang mahasiswa di Amerika Serikat.,4
681,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
682,Dikelola berlari 30 Km di ski cukup sederhana.,0
683,Takut aku tidak akan naik kereta saat ingin melihat kekasihku.,1
684,Menerima kritik pribadi pagi-pagi sekali.,2
685,Tidak mendapatkan pekerjaan.,3
686,Melihat film porno saat mencari tempat tinggal.,4
687,"Saya terkejut sekali, tidak menyangka akan hal tersebut datang dengan tiba-tiba tanpa sepengetahuan saya, jarang sekali mendapatkan hal tidak terduga tesebut",5
688,Reuni dengan istri saya setelah berpisah secara hukum.,0
689,"Rumah itu terbakar, dan aku diselamatkan oleh anjing itu. Aku takut pada api, dengan panik.",1
690,"Kekerasan fisik. Seorang teman tidak mau mendengarkan saya berulang kali mencoba untuk memperingatkannya, tidak ada hasilnya. Hasilnya: delapan orang ""kesal"".",2
691,Ayahku sekarat,3
692,Penganiayaan anak,4
